NGA|Polity|Section|Subsection|Variable|Value.From|Value.To|Date.From|Date.To|Fact.Type|Value.Note|Date.Note
Konya Plain|TrLydia|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
Konya Plain|TrLydia|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Konya Plain|TrLydia|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|suspected unknown||||simple|simple|
Konya Plain|TrLydia|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Konya Plain|TrLydia|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Konya Plain|TrLydia|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Konya Plain|TrLydia|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Konya Plain|TrLydia|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|inferred absent||||simple|simple|
Konya Plain|TrLydia|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|inferred absent||||simple|simple|
Konya Plain|TrLydia|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|inferred present||||simple|simple|
Konya Plain|TrLydia|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|inferred present||||simple|simple|
Konya Plain|TrLydia|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|inferred present||||simple|simple|
Konya Plain|TrLydia|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|inferred present||||simple|simple|
Konya Plain|TrLydia|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|absent||||simple|uncertain|
Konya Plain|TrLydia|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|uncertain|
Konya Plain|TrLydia|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|inferred absent||||simple|simple|
Konya Plain|TrLydia|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|inferred present||||simple|simple|
Konya Plain|TrLydia|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|inferred present||||simple|simple|
Konya Plain|TrLysim|Institutional Variables|Limits on Power of the Chief Executive|Impeachment|inferred absent||||simple|simple|
Konya Plain|TrLysim|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
Konya Plain|TrLysim|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Konya Plain|TrLysim|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|absent||||simple|simple|
Konya Plain|TrLysim|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Konya Plain|TrLysim|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|absent||||simple|simple|
Konya Plain|TrLysim|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Konya Plain|TrLysim|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|present||||simple|simple|
Konya Plain|TrLysim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|absent||||simple|simple|
Konya Plain|TrLysim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|absent||||simple|simple|
Konya Plain|TrLysim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|absent||||simple|simple|
Konya Plain|TrLysim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Konya Plain|TrLysim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Konya Plain|TrLysim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Konya Plain|TrLysim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|absent||||simple|uncertain|
Konya Plain|TrLysim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|uncertain|
Konya Plain|TrLysim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Konya Plain|TrLysim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Konya Plain|TrLysim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Konya Plain|TrNHitt|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|inferred present||||simple|simple|
Konya Plain|TrNHitt|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|inferred absent||||simple|simple|
Konya Plain|TrNHitt|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|inferred absent||||simple|simple|
Konya Plain|TrNHitt|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|inferred absent||||simple|simple|
Konya Plain|TrNHitt|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Konya Plain|TrNHitt|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Konya Plain|TrNHitt|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Konya Plain|TrNHitt|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|inferred absent||||simple|simple|
Konya Plain|TrNHitt|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|inferred absent||||simple|simple|
Konya Plain|TrNHitt|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|inferred present||||simple|simple|
Konya Plain|TrNHitt|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|inferred present||||simple|simple|
Konya Plain|TrNHitt|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|inferred present||||simple|simple|
Konya Plain|TrNHitt|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|inferred present||||simple|simple|
Konya Plain|TrNHitt|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|absent||||simple|uncertain|
Konya Plain|TrNHitt|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|uncertain|
Konya Plain|TrNHitt|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|inferred absent||||simple|simple|
Konya Plain|TrNHitt|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|inferred present||||simple|simple|
Konya Plain|TrNHitt|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|inferred present||||simple|simple|
Konya Plain|TrNeoCR|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
Konya Plain|TrNeoCR|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Konya Plain|TrNeoCR|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|suspected unknown||||simple|simple|
Konya Plain|TrNeoCR|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Konya Plain|TrNeoCR|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Konya Plain|TrNeoCR|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Konya Plain|TrNeoCR|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Konya Plain|TrNeoCR|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|unknown||||simple|simple|
Konya Plain|TrNeoCR|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|unknown||||simple|simple|
Konya Plain|TrNeoCR|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|unknown||||simple|simple|
Konya Plain|TrNeoCR|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|unknown||||simple|simple|
Konya Plain|TrNeoCR|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|unknown||||simple|simple|
Konya Plain|TrNeoCR|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|unknown||||simple|simple|
Konya Plain|TrNeoCR|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|unknown||||simple|simple|
Konya Plain|TrNeoCR|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|unknown||||simple|simple|
Konya Plain|TrNeoCR|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|unknown||||simple|simple|
Konya Plain|TrNeoCR|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|unknown||||simple|simple|
Konya Plain|TrNeoER|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
Konya Plain|TrNeoER|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Konya Plain|TrNeoER|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|suspected unknown||||simple|simple|
Konya Plain|TrNeoER|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Konya Plain|TrNeoER|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Konya Plain|TrNeoER|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Konya Plain|TrNeoER|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Konya Plain|TrNeoER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|unknown||||simple|simple|
Konya Plain|TrNeoER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|unknown||||simple|simple|
Konya Plain|TrNeoER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|unknown||||simple|simple|
